eid,auto_label
2-s2.0-85097811815,Computer Science
2-s2.0-85097776096,Computer Science
2-s2.0-85097627326,Engineering
2-s2.0-85097616942,Health
2-s2.0-85097613302,Health
2-s2.0-85097609625,Health
2-s2.0-85097608097,Health
2-s2.0-85097603848,Physics
2-s2.0-85097595495,Health
2-s2.0-85097571136,Physics
2-s2.0-85097568570,Physics
2-s2.0-85097514819,Biology
2-s2.0-85097514581,Physics
2-s2.0-85097508225,Biology
2-s2.0-85097447771,Physics
2-s2.0-85097442950,Computer Science
2-s2.0-85097406050,Physics
2-s2.0-85097370465,Biology
2-s2.0-85097321962,Biology
2-s2.0-85097319186,Health
2-s2.0-85097310758,Physics
2-s2.0-85097310680,Physics
2-s2.0-85097296083,Physics
2-s2.0-85097280992,Biology
2-s2.0-85097170650,Computer Science
2-s2.0-85097130511,Health
2-s2.0-85097123996,Physics
2-s2.0-85097121116,Physics
2-s2.0-85097092154,Physics
2-s2.0-85097068347,Physics
2-s2.0-85097037827,Health
2-s2.0-85097035203,Biology
2-s2.0-85097021819,Physics
2-s2.0-85097013723,Physics
2-s2.0-85096926417,Health
2-s2.0-85096914914,Physics
2-s2.0-85096723606,Health
2-s2.0-85096684788,Physics
2-s2.0-85096665436,Physics
2-s2.0-85096630376,Physics
2-s2.0-85096559454,Physics
2-s2.0-85096552135,Physics
2-s2.0-85096535910,Physics
2-s2.0-85096530113,Computer Science
2-s2.0-85096502665,Biology
2-s2.0-85096499103,Biology
2-s2.0-85096446075,Health
2-s2.0-85096432465,Physics
2-s2.0-85096202709,Health
2-s2.0-85096186486,Physics
2-s2.0-85096174411,Physics
2-s2.0-85096077927,Physics
2-s2.0-85096050785,Biology
2-s2.0-85095986485,Health
2-s2.0-85095938999,Physics
2-s2.0-85095938567,Physics
2-s2.0-85095914715,Physics
2-s2.0-85095805641,Physics
2-s2.0-85095443080,Physics
2-s2.0-85095432734,Physics
2-s2.0-85095399729,Health
2-s2.0-85094956975,Physics
2-s2.0-85094940200,Physics
2-s2.0-85094932760,Health
2-s2.0-85094898367,Physics
2-s2.0-85094844933,Health
2-s2.0-85094669448,Biology
2-s2.0-85094314833,Physics
2-s2.0-85094202021,Physics
2-s2.0-85093985511,Computer Science
2-s2.0-85093971880,Computer Science
2-s2.0-85093925779,Biology
2-s2.0-85093861212,Physics
2-s2.0-85093683218,Health
2-s2.0-85093671109,Physics
2-s2.0-85093115484,Physics
2-s2.0-85093114111,Computer Science
2-s2.0-85093103228,Biology
2-s2.0-85093075895,Physics
2-s2.0-85092931902,Physics
2-s2.0-85092923028,Computer Science
2-s2.0-85092909924,Physics
2-s2.0-85092904360,Physics
2-s2.0-85092799266,Physics
2-s2.0-85092784787,Physics
2-s2.0-85092776299,Physics
2-s2.0-85092705001,Physics
2-s2.0-85092689621,Health
2-s2.0-85092687612,Physics
2-s2.0-85092642659,Health
2-s2.0-85092638492,Physics
2-s2.0-85092571976,Computer Science
2-s2.0-85092541456,Biology
2-s2.0-85092541416,Physics
2-s2.0-85092534225,Physics
2-s2.0-85092340534,Physics
2-s2.0-85092305503,Physics
2-s2.0-85092300522,Physics
2-s2.0-85092298575,Computer Science
2-s2.0-85092270187,Physics
2-s2.0-85092219687,Biology
2-s2.0-85092202230,Physics
2-s2.0-85092191826,Physics
2-s2.0-85092174535,Physics
2-s2.0-85092126137,Health
2-s2.0-85092075609,Health
2-s2.0-85092052918,Physics
2-s2.0-85092018795,Computer Science
2-s2.0-85091803346,Physics
2-s2.0-85091763026,Physics
2-s2.0-85091747402,Computer Science
2-s2.0-85091722293,Health
2-s2.0-85091715580,Physics
2-s2.0-85091714142,Physics
2-s2.0-85091643121,Biology
2-s2.0-85091612577,Biology
2-s2.0-85091587505,Physics
2-s2.0-85091493329,Health
2-s2.0-85091491334,Computer Science
2-s2.0-85091486781,Health
2-s2.0-85091243330,Physics
2-s2.0-85091198344,Physics
2-s2.0-85090968153,Health
2-s2.0-85090957477,Health
2-s2.0-85090922023,Health
2-s2.0-85090787806,Health
2-s2.0-85090750587,Physics
2-s2.0-85090733662,Physics
2-s2.0-85090699190,Physics
2-s2.0-85090595116,Physics
2-s2.0-85090483647,Health
2-s2.0-85090408695,Physics
2-s2.0-85090405986,Biology
2-s2.0-85090399398,Physics
2-s2.0-85090361109,Biology
2-s2.0-85090359698,Physics
2-s2.0-85090337799,Physics
2-s2.0-85090282371,Physics
2-s2.0-85090205999,Physics
2-s2.0-85090166808,Physics
2-s2.0-85090139917,Biology
2-s2.0-85090111343,Physics
2-s2.0-85090090917,Computer Science
2-s2.0-85090080615,Physics
2-s2.0-85090058145,Computer Science
2-s2.0-85089985281,Health
2-s2.0-85089896710,Health
2-s2.0-85089883917,Health
2-s2.0-85089821895,Biology
2-s2.0-85089740866,Physics
2-s2.0-85089506613,Computer Science
2-s2.0-85089454954,Physics
2-s2.0-85089418466,Biology
2-s2.0-85089381267,Biology
2-s2.0-85089361416,Physics
2-s2.0-85089227432,Physics
2-s2.0-85089190082,Physics
2-s2.0-85089157199,Physics
2-s2.0-85089153629,Physics
2-s2.0-85089108171,Physics
2-s2.0-85089096954,Health
2-s2.0-85089096814,Biology
2-s2.0-85089075779,Computer Science
2-s2.0-85089069123,Biology
2-s2.0-85088869258,Health
2-s2.0-85088841166,Health
2-s2.0-85088840072,Physics
2-s2.0-85088800314,Physics
2-s2.0-85088784460,Physics
2-s2.0-85088645207,Physics
2-s2.0-85088567686,Physics
2-s2.0-85088475495,Physics
2-s2.0-85088376454,Health
2-s2.0-85088250706,Health
2-s2.0-85088245691,Physics
2-s2.0-85088146256,Health
2-s2.0-85087972087,Physics
2-s2.0-85087789265,Computer Science
2-s2.0-85087518686,Physics
2-s2.0-85087485586,Computer Science
2-s2.0-85087387070,Physics
2-s2.0-85087377675,Physics
2-s2.0-85087299181,Physics
2-s2.0-85087208176,Computer Science
2-s2.0-85086862097,Computer Science
2-s2.0-85086853564,Physics
2-s2.0-85086775338,Physics
2-s2.0-85086411922,Physics
2-s2.0-85086388711,Physics
2-s2.0-85086317780,Physics
2-s2.0-85086157295,Physics
2-s2.0-85086108402,Physics
2-s2.0-85085971005,Physics
2-s2.0-85085898903,Physics
2-s2.0-85085357939,Physics
2-s2.0-85085328914,Health
2-s2.0-85085155211,Physics
2-s2.0-85084976715,Physics
2-s2.0-85084785992,Physics
2-s2.0-85084704762,Physics
2-s2.0-85084380332,Physics
2-s2.0-85084324460,Physics
2-s2.0-85084320511,Physics
2-s2.0-85084237653,Physics
2-s2.0-85084051838,Physics
2-s2.0-85083517291,Health
2-s2.0-85083485997,Physics
2-s2.0-85083186457,Computer Science
2-s2.0-85082821798,Physics
2-s2.0-85082753090,Health
2-s2.0-85082602379,Health
2-s2.0-85082510292,Physics
2-s2.0-85082380619,Physics
2-s2.0-85082196760,Physics
2-s2.0-85081885349,Physics
2-s2.0-85081718574,Physics
2-s2.0-85081584481,Physics
2-s2.0-85081003030,Physics
2-s2.0-85080101682,Physics
2-s2.0-85079799326,Physics
2-s2.0-85079790652,Physics
2-s2.0-85079789500,Physics
2-s2.0-85079716621,Physics
2-s2.0-85079361444,Physics
2-s2.0-85079338596,Physics
2-s2.0-85079082883,Physics
2-s2.0-85079054365,Physics
2-s2.0-85078884975,Physics
2-s2.0-85078202253,Physics
2-s2.0-85078184539,Physics
2-s2.0-85077940802,Physics
2-s2.0-85077598109,Health
2-s2.0-85074616734,Physics
2-s2.0-85073735689,Biology
2-s2.0-85073570035,Physics
2-s2.0-85072269209,Physics
2-s2.0-85072014352,Physics
2-s2.0-85070738025,Physics
2-s2.0-85070694183,Physics
2-s2.0-85069744102,Physics
2-s2.0-85068522914,Physics
2-s2.0-85067669525,Physics
2-s2.0-85053168732,Computer Science
2-s2.0-85097618338,Physics
2-s2.0-85097184545,Physics
2-s2.0-85096508329,Physics
2-s2.0-85102344838,Health
2-s2.0-85097023349,Biology
2-s2.0-85106181034,Computer Science
2-s2.0-85096884677,Health
2-s2.0-85089891561,Physics
2-s2.0-85086329242,Physics
2-s2.0-85105551214,Computer Science
2-s2.0-85099319879,Computer Science
2-s2.0-85099302279,Computer Science
2-s2.0-85099288037,Physics
2-s2.0-85097366478,Biology
2-s2.0-85097364094,Physics
2-s2.0-85097318502,Physics
2-s2.0-85097224861,Physics
2-s2.0-85096695177,Physics
2-s2.0-85097044529,Physics
2-s2.0-85096892560,Physics
2-s2.0-85086889167,Physics
2-s2.0-85096152566,Physics
2-s2.0-85096814832,Biology
2-s2.0-85089739974,Biology
2-s2.0-85084481711,Physics
2-s2.0-85097223331,Health
2-s2.0-85098858085,Computer Science
2-s2.0-85096093901,Physics
2-s2.0-85090135603,Physics
2-s2.0-85098991551,Physics
2-s2.0-85098976736,Computer Science
2-s2.0-85097205855,Physics
2-s2.0-85096977555,Biology
2-s2.0-85059683575,Physics
2-s2.0-85090549074,Biology
2-s2.0-85088963600,Computer Science
2-s2.0-85087763562,Physics
2-s2.0-85087590569,Physics
2-s2.0-85086364894,Biology
2-s2.0-85097188146,Physics
2-s2.0-85097632667,Physics
2-s2.0-85096308834,Biology
2-s2.0-85096187432,Health
2-s2.0-85097760813,Physics
2-s2.0-85097474670,Computer Science
2-s2.0-85096010819,Physics
2-s2.0-85086095623,Computer Science
2-s2.0-85097893473,Health
2-s2.0-85096658994,Computer Science
2-s2.0-85096121085,Physics
2-s2.0-85092484514,Biology
2-s2.0-85091036855,Health
2-s2.0-85088020878,Physics
2-s2.0-85099738556,Health
2-s2.0-85096434101,Health
2-s2.0-85148975382,Computer Science
2-s2.0-85074788042,Computer Science
2-s2.0-85096378366,Health
2-s2.0-85090060783,Physics
2-s2.0-85089750587,Physics
2-s2.0-85096360006,Physics
2-s2.0-85095419473,Physics
2-s2.0-85085288929,Physics
2-s2.0-85100809995,Computer Science
2-s2.0-85100721630,Computer Science
2-s2.0-85098671768,Computer Science
2-s2.0-85098527660,Computer Science
2-s2.0-85098523336,Computer Science
2-s2.0-85098511360,Physics
2-s2.0-85098509737,Computer Science
2-s2.0-85098492314,Computer Science
2-s2.0-85096442893,Physics
2-s2.0-85095750833,Physics
2-s2.0-85096091233,Physics
2-s2.0-85102739222,Computer Science
2-s2.0-85102528638,Biology
2-s2.0-85101637272,Physics
2-s2.0-85100849213,Physics
2-s2.0-85100125693,Physics
2-s2.0-85099203909,Physics
2-s2.0-85098185535,Physics
2-s2.0-85098143107,Computer Science
2-s2.0-85097934506,Physics
2-s2.0-85097512878,Health
2-s2.0-85097501849,Health
2-s2.0-85097338890,Physics
2-s2.0-85097335379,Physics
2-s2.0-85097332163,Physics
2-s2.0-85097281049,Biology
2-s2.0-85097278478,Physics
2-s2.0-85097271430,Physics
2-s2.0-85097037464,Physics
2-s2.0-85097035325,Physics
2-s2.0-85096882133,Physics
2-s2.0-85096874265,Physics
2-s2.0-85096866585,Biology
2-s2.0-85096857122,Physics
2-s2.0-85096847516,Physics
2-s2.0-85096844998,Physics
2-s2.0-85096824088,Physics
2-s2.0-85096820276,Physics
2-s2.0-85096816291,Physics
2-s2.0-85096813593,Physics
2-s2.0-85096708547,Physics
2-s2.0-85096683475,Physics
2-s2.0-85096602545,Biology
2-s2.0-85096451944,Physics
2-s2.0-85096407716,Physics
2-s2.0-85096395259,Physics
2-s2.0-85096390031,Health
2-s2.0-85096202641,Physics
2-s2.0-85096195069,Health
2-s2.0-85096191714,Health
2-s2.0-85096180428,Health
2-s2.0-85096172640,Computer Science
2-s2.0-85095979231,Computer Science
2-s2.0-85095883843,Physics
2-s2.0-85095857791,Computer Science
2-s2.0-85095855214,Physics
2-s2.0-85095769121,Biology
2-s2.0-85095675060,Physics
2-s2.0-85095592043,Physics
2-s2.0-85095582019,Physics
2-s2.0-85094964188,Biology
2-s2.0-85094865023,Physics
2-s2.0-85094857973,Computer Science
2-s2.0-85094829498,Physics
2-s2.0-85094678945,Physics
2-s2.0-85094632907,Physics
2-s2.0-85094583576,Physics
2-s2.0-85094222450,Health
2-s2.0-85094110097,Health
2-s2.0-85093967239,Computer Science
2-s2.0-85093924153,Physics
2-s2.0-85093539003,Health
2-s2.0-85092932190,Health
2-s2.0-85092656778,Physics
2-s2.0-85092585052,Physics
2-s2.0-85092528915,Computer Science
2-s2.0-85092509162,Computer Science
2-s2.0-85092306949,Physics
2-s2.0-85092132807,Biology
2-s2.0-85092117135,Health
2-s2.0-85091975971,Biology
2-s2.0-85091924654,Physics
2-s2.0-85091760162,Computer Science
2-s2.0-85091522767,Biology
2-s2.0-85091490887,Computer Science
2-s2.0-85091342594,Physics
2-s2.0-85091254414,Biology
2-s2.0-85091093798,Physics
2-s2.0-85091032899,Biology
2-s2.0-85090908617,Health
2-s2.0-85090826210,Biology
2-s2.0-85090586855,Biology
2-s2.0-85090574988,Health
2-s2.0-85090414980,Physics
2-s2.0-85090412474,Health
2-s2.0-85090211109,Physics
2-s2.0-85090110924,Physics
2-s2.0-85089988820,Health
2-s2.0-85089918325,Physics
2-s2.0-85089917456,Physics
2-s2.0-85089859429,Physics
2-s2.0-85089782230,Biology
2-s2.0-85089729033,Physics
2-s2.0-85089699285,Biology
2-s2.0-85089566670,Health
2-s2.0-85089453513,Health
2-s2.0-85089445858,Physics
2-s2.0-85089441145,Physics
2-s2.0-85089375448,Computer Science
2-s2.0-85089275417,Physics
2-s2.0-85089252647,Physics
2-s2.0-85089149497,Physics
2-s2.0-85089108920,Biology
2-s2.0-85089064732,Biology
2-s2.0-85089034384,Biology
2-s2.0-85088902076,Computer Science
2-s2.0-85088656989,Computer Science
2-s2.0-85088582340,Health
2-s2.0-85088571933,Biology
2-s2.0-85088365294,Health
2-s2.0-85088238978,Physics
2-s2.0-85088098750,Physics
2-s2.0-85087769195,Physics
2-s2.0-85087327213,Physics
2-s2.0-85087149699,Health
2-s2.0-85087103792,Physics
2-s2.0-85086702707,Biology
2-s2.0-85086522234,Physics
2-s2.0-85086328366,Biology
2-s2.0-85085958483,Computer Science
2-s2.0-85085879660,Computer Science
2-s2.0-85085701822,Physics
2-s2.0-85085684154,Physics
2-s2.0-85085656726,Physics
2-s2.0-85085039205,Computer Science
2-s2.0-85085028810,Biology
2-s2.0-85084940831,Computer Science
2-s2.0-85084468314,Health
2-s2.0-85083581099,Physics
2-s2.0-85083264751,Computer Science
2-s2.0-85083059512,Health
2-s2.0-85083000533,Computer Science
2-s2.0-85082872371,Physics
2-s2.0-85080137917,Computer Science
2-s2.0-85079862501,Physics
2-s2.0-85079814997,Health
2-s2.0-85078696134,Physics
2-s2.0-85078032861,Physics
2-s2.0-85078027826,Physics
2-s2.0-85076999331,Computer Science
2-s2.0-85076251811,Computer Science
2-s2.0-85059188849,Computer Science
2-s2.0-85148548446,Physics
2-s2.0-85095595045,Computer Science
2-s2.0-85088560715,Computer Science
2-s2.0-85097615764,Computer Science
2-s2.0-85096486916,Physics
2-s2.0-85095112379,Physics
2-s2.0-85095110396,Physics
2-s2.0-85096502238,Physics
2-s2.0-85096490087,Physics
2-s2.0-85096486233,Physics
2-s2.0-85096479365,Physics
2-s2.0-85096468791,Physics
2-s2.0-85095598332,Health
2-s2.0-85092604632,Physics
2-s2.0-85091929987,Physics
2-s2.0-85108521910,Physics
2-s2.0-85094830587,Biology
2-s2.0-85093083225,Physics
2-s2.0-85100180450,Computer Science
2-s2.0-85100152053,Computer Science
2-s2.0-85094220018,Physics
2-s2.0-85092754501,Physics
2-s2.0-85101003602,Computer Science
2-s2.0-85100067213,Computer Science
2-s2.0-85100027520,Physics
2-s2.0-85096715667,Computer Science
2-s2.0-85086998154,Physics
2-s2.0-85082414043,Computer Science
2-s2.0-85103065365,Physics
2-s2.0-85061449279,Health
2-s2.0-85093538281,Physics
2-s2.0-85093104729,Computer Science
2-s2.0-85089810860,Physics
2-s2.0-85088859218,Physics
2-s2.0-85096554111,Physics
2-s2.0-85095861725,Health
2-s2.0-85089274620,Physics
2-s2.0-85089216629,Computer Science
2-s2.0-85088301623,Physics
2-s2.0-85087787759,Physics
2-s2.0-85087420788,Physics
2-s2.0-85087337289,Biology
2-s2.0-85087219983,Health
2-s2.0-85086128554,Physics
2-s2.0-85090068036,Biology
2-s2.0-85063872748,Physics
2-s2.0-85093521216,Physics
2-s2.0-85088094860,Physics
2-s2.0-85098700219,Computer Science
2-s2.0-85091941720,Physics
2-s2.0-85092459404,Health
2-s2.0-85090038895,Physics
2-s2.0-85088820955,Physics
2-s2.0-85086591170,Computer Science
2-s2.0-85085099908,Physics
2-s2.0-85102950662,Computer Science
2-s2.0-85092472405,Biology
2-s2.0-85092750488,Physics
2-s2.0-85092597075,Computer Science
2-s2.0-85092418732,Biology
2-s2.0-85092132516,Physics
2-s2.0-85080927672,Computer Science
2-s2.0-85093978662,Health
2-s2.0-85093365355,Physics
2-s2.0-85092681501,Physics
2-s2.0-85092222832,Biology
2-s2.0-85092000651,Physics
2-s2.0-85097332619,Physics
2-s2.0-85093071688,Physics
2-s2.0-85096777340,Physics
2-s2.0-85093365020,Physics
2-s2.0-85091942770,Computer Science
2-s2.0-85090695464,Physics
2-s2.0-85094621903,Health
2-s2.0-85092318463,Biology
2-s2.0-85090002106,Computer Science
2-s2.0-85121057023,Health
2-s2.0-85107770366,Computer Science
2-s2.0-85104941377,Biology
2-s2.0-85103088286,Health
2-s2.0-85101896245,Physics
2-s2.0-85101441038,Health
2-s2.0-85099485615,Health
2-s2.0-85098774941,Health
2-s2.0-85098625357,Physics
2-s2.0-85097833155,Health
2-s2.0-85097646793,Computer Science
2-s2.0-85097122179,Health
2-s2.0-85096974201,Computer Science
2-s2.0-85096494444,Computer Science
2-s2.0-85096406220,Physics
2-s2.0-85096366340,Physics
2-s2.0-85096298782,Computer Science
2-s2.0-85096115561,Computer Science
2-s2.0-85096036632,Physics
2-s2.0-85095452209,Physics
2-s2.0-85095443053,Physics
2-s2.0-85095116667,Health
2-s2.0-85094983840,Computer Science
2-s2.0-85094931109,Physics
2-s2.0-85094916898,Computer Science
2-s2.0-85094892685,Biology
2-s2.0-85094871572,Physics
2-s2.0-85094859828,Physics
2-s2.0-85094838787,Physics
2-s2.0-85094826151,Physics
2-s2.0-85094809714,Health
2-s2.0-85094805628,Physics
2-s2.0-85094625956,Biology
2-s2.0-85094607736,Physics
2-s2.0-85094598468,Physics
2-s2.0-85094591024,Computer Science
2-s2.0-85094571065,Physics
2-s2.0-85094221055,Biology
2-s2.0-85094216042,Health
2-s2.0-85094197549,Physics
2-s2.0-85093943566,Physics
2-s2.0-85093362798,Physics
2-s2.0-85093122730,Health
2-s2.0-85093096600,Physics
2-s2.0-85092941332,Physics
2-s2.0-85092930923,Physics
2-s2.0-85092889885,Biology
2-s2.0-85092793397,Health
2-s2.0-85092789394,Health
2-s2.0-85092757645,Health
2-s2.0-85092754069,Health
2-s2.0-85092753152,Physics
2-s2.0-85092734889,Health
2-s2.0-85092709391,Physics
2-s2.0-85092688706,Physics
2-s2.0-85092686474,Health
2-s2.0-85092680597,Health
2-s2.0-85092680060,Physics
2-s2.0-85092625271,Physics
2-s2.0-85092611110,Physics
2-s2.0-85092563545,Physics
2-s2.0-85092512889,Computer Science
2-s2.0-85092463260,Physics
2-s2.0-85092067766,Physics
2-s2.0-85091992231,Physics
2-s2.0-85091922725,Physics
2-s2.0-85091843481,Biology
2-s2.0-85091802240,Physics
2-s2.0-85091796877,Physics
2-s2.0-85091767244,Physics
2-s2.0-85091715423,Physics
2-s2.0-85091691719,Physics
2-s2.0-85091633939,Physics
2-s2.0-85091535485,Health
2-s2.0-85091470049,Health
2-s2.0-85091462900,Physics
2-s2.0-85091437994,Physics
2-s2.0-85091422824,Physics
2-s2.0-85091343486,Computer Science
2-s2.0-85091143288,Physics
2-s2.0-85091123867,Computer Science
2-s2.0-85091101848,Physics
2-s2.0-85090983433,Physics
2-s2.0-85090974367,Computer Science
2-s2.0-85090945700,Physics
2-s2.0-85090786590,Health
2-s2.0-85090760692,Biology
2-s2.0-85090612823,Health
2-s2.0-85090505970,Health
2-s2.0-85090463898,Biology
2-s2.0-85090425170,Physics
2-s2.0-85090275634,Physics
2-s2.0-85090237601,Health
2-s2.0-85090223114,Health
2-s2.0-85090189743,Computer Science
2-s2.0-85090119802,Physics
2-s2.0-85089624844,Computer Science
2-s2.0-85089567280,Health
2-s2.0-85089543880,Physics
2-s2.0-85089492646,Physics
2-s2.0-85089279845,Biology
2-s2.0-85089233076,Biology
2-s2.0-85089148253,Physics
2-s2.0-85088857953,Physics
2-s2.0-85088809122,Health
2-s2.0-85088656763,Biology
2-s2.0-85088649520,Biology
2-s2.0-85088453173,Biology
2-s2.0-85088380860,Physics
2-s2.0-85087950928,Physics
2-s2.0-85087917576,Physics
2-s2.0-85087883456,Health
2-s2.0-85087825986,Physics
2-s2.0-85087807101,Physics
2-s2.0-85087722050,Health
2-s2.0-85087694743,Health
2-s2.0-85087678880,Health
2-s2.0-85087653491,Physics
2-s2.0-85087419444,Health
2-s2.0-85087198080,Physics
2-s2.0-85087106294,Physics
2-s2.0-85086511339,Health
2-s2.0-85086378179,Health
2-s2.0-85086366642,Biology
2-s2.0-85086360831,Physics
2-s2.0-85086357954,Physics
2-s2.0-85086079070,Physics
2-s2.0-85085876987,Computer Science
2-s2.0-85085757687,Physics
2-s2.0-85085749942,Health
2-s2.0-85085650352,Physics
2-s2.0-85085581259,Health
2-s2.0-85085572163,Physics
2-s2.0-85085303335,Computer Science
2-s2.0-85084359961,Physics
2-s2.0-85084203626,Computer Science
2-s2.0-85083551671,Physics
2-s2.0-85081573245,Computer Science
2-s2.0-85079731281,Physics
2-s2.0-85078933744,Computer Science
2-s2.0-85076934336,Health
2-s2.0-85073812087,Health
2-s2.0-85061900274,Health
2-s2.0-85055691687,Computer Science
2-s2.0-85055673174,Physics
2-s2.0-85102437902,Health
2-s2.0-85092234898,Computer Science
2-s2.0-85092221968,Computer Science
2-s2.0-85092590270,Physics
2-s2.0-85092494009,Biology
2-s2.0-85092053634,Biology
2-s2.0-85098513454,Physics
2-s2.0-85099520268,Computer Science
2-s2.0-85092358582,Biology
2-s2.0-85092278988,Computer Science
2-s2.0-85092274261,Biology
2-s2.0-85090991496,Biology
2-s2.0-85092151149,Biology
2-s2.0-85076765481,Computer Science
2-s2.0-85092559898,Physics
2-s2.0-85094114199,Physics
2-s2.0-85093514560,Physics
2-s2.0-85091945109,Physics
2-s2.0-85091191261,Physics
2-s2.0-85088214646,Physics
2-s2.0-85087979973,Physics
2-s2.0-85085731642,Physics
2-s2.0-85101674089,Computer Science
2-s2.0-85101671274,Computer Science
2-s2.0-85095865378,Computer Science
2-s2.0-85091474515,Health
2-s2.0-85091325075,Health
2-s2.0-85087662591,Physics
2-s2.0-85087357897,Health
2-s2.0-85074048511,Physics
2-s2.0-85092204351,Computer Science
2-s2.0-85091945221,Computer Science
2-s2.0-85091127065,Physics
2-s2.0-85091050789,Health
2-s2.0-85088921256,Physics
2-s2.0-85088112061,Biology
2-s2.0-85087724841,Physics
2-s2.0-85086903570,Physics
2-s2.0-85086823062,Physics
2-s2.0-85084801638,Physics
2-s2.0-85096032506,Computer Science
2-s2.0-85092384421,Physics
2-s2.0-85091052772,Biology
2-s2.0-85079716780,Computer Science
2-s2.0-85071326066,Health
2-s2.0-85088824714,Biology
2-s2.0-85088271548,Physics
2-s2.0-85087979274,Physics
2-s2.0-85087388119,Biology
2-s2.0-85091466562,Biology
2-s2.0-85091956540,Physics
2-s2.0-85091921476,Physics
2-s2.0-85091907306,Physics
2-s2.0-85091833819,Physics
2-s2.0-85090390205,Computer Science
2-s2.0-85091264792,Health
2-s2.0-85086451128,Biology
2-s2.0-85065703144,Physics
2-s2.0-85091470163,Physics
2-s2.0-85096767074,Computer Science
2-s2.0-85095854020,Physics
2-s2.0-85095842404,Physics
2-s2.0-85095825587,Physics
2-s2.0-85090564637,Physics
2-s2.0-85090553570,Health
2-s2.0-85090281994,Physics
2-s2.0-85095437570,Physics
2-s2.0-85087002311,Physics
2-s2.0-85085602086,Computer Science
2-s2.0-85075080280,Computer Science
2-s2.0-85073932361,Computer Science
2-s2.0-85114288972,Computer Science
2-s2.0-85107213058,Health
2-s2.0-85107211602,Computer Science
2-s2.0-85107210020,Computer Science
2-s2.0-85106762958,Computer Science
2-s2.0-85098607172,Physics
2-s2.0-85097570594,Computer Science
2-s2.0-85097447024,Computer Science
2-s2.0-85097434794,Computer Science
2-s2.0-85097404581,Computer Science
2-s2.0-85097394378,Computer Science
2-s2.0-85097382285,Computer Science
2-s2.0-85097375451,Computer Science
2-s2.0-85097368627,Computer Science
2-s2.0-85096831867,Physics
2-s2.0-85096670844,Computer Science
2-s2.0-85096556484,Health
2-s2.0-85096326485,Physics
2-s2.0-85096126452,Physics
2-s2.0-85095985304,Physics
2-s2.0-85095853008,Health
2-s2.0-85094844591,Computer Science
2-s2.0-85093901328,Computer Science
2-s2.0-85093886375,Physics
2-s2.0-85092942683,Computer Science
2-s2.0-85092773584,Health
2-s2.0-85092553619,Physics
2-s2.0-85092537600,Computer Science
2-s2.0-85092434150,Health
2-s2.0-85092331982,Health
2-s2.0-85092278141,Physics
2-s2.0-85092262813,Physics
2-s2.0-85092260328,Physics
2-s2.0-85092184491,Computer Science
2-s2.0-85092094160,Health
2-s2.0-85092089470,Health
2-s2.0-85092064284,Physics
2-s2.0-85091808406,Biology
2-s2.0-85091787122,Physics
2-s2.0-85091756057,Biology
2-s2.0-85091623482,Computer Science
2-s2.0-85091619626,Physics
2-s2.0-85091551519,Physics
2-s2.0-85091547879,Physics
2-s2.0-85091477575,Computer Science
2-s2.0-85091440885,Health
2-s2.0-85091428716,Physics
2-s2.0-85091341870,Physics
2-s2.0-85091315784,Physics
2-s2.0-85091147967,Computer Science
2-s2.0-85091141667,Physics
2-s2.0-85091126164,Health
2-s2.0-85091125363,Biology
2-s2.0-85091088225,Health
2-s2.0-85091032730,Physics
2-s2.0-85090942197,Health
2-s2.0-85090907363,Physics
2-s2.0-85090895346,Health
2-s2.0-85090880424,Computer Science
2-s2.0-85090879819,Physics
2-s2.0-85090843923,Physics
2-s2.0-85090826799,Biology
2-s2.0-85090756339,Biology
2-s2.0-85090722344,Physics
2-s2.0-85090722093,Health
2-s2.0-85090698241,Physics
2-s2.0-85090681781,Computer Science
2-s2.0-85090670356,Health
2-s2.0-85090646554,Physics
2-s2.0-85090605928,Physics
2-s2.0-85090605653,Health
2-s2.0-85090590286,Computer Science
2-s2.0-85090531658,Physics
2-s2.0-85090529923,Biology
2-s2.0-85090508872,Health
2-s2.0-85090432226,Computer Science
2-s2.0-85090421898,Computer Science
2-s2.0-85090334785,Biology
2-s2.0-85090291073,Physics
2-s2.0-85090267655,Physics
2-s2.0-85090261628,Biology
2-s2.0-85090261382,Biology
2-s2.0-85090247564,Physics
2-s2.0-85090219351,Health
2-s2.0-85090178679,Physics
2-s2.0-85090154428,Physics
2-s2.0-85090148112,Computer Science
2-s2.0-85090106139,Health
2-s2.0-85090104707,Biology
2-s2.0-85090085550,Health
2-s2.0-85090082458,Health
2-s2.0-85090080135,Physics
2-s2.0-85089794395,Physics
2-s2.0-85089787087,Physics
2-s2.0-85089617136,Biology
2-s2.0-85089504433,Physics
2-s2.0-85089491195,Computer Science
2-s2.0-85089430366,Biology
2-s2.0-85089301284,Physics
2-s2.0-85089258128,Physics
2-s2.0-85089183994,Physics
2-s2.0-85089094518,Health
2-s2.0-85089084457,Physics
2-s2.0-85088968607,Health
2-s2.0-85088893470,Physics
2-s2.0-85088875853,Computer Science
2-s2.0-85088866188,Health
2-s2.0-85088792139,Computer Science
2-s2.0-85088572828,Health
2-s2.0-85088567375,Health
2-s2.0-85088403003,Computer Science
2-s2.0-85088384113,Physics
2-s2.0-85088383196,Biology
2-s2.0-85088377706,Physics
